iter	Logloss
814	0.05192026138
815	0.0518106842
816	0.05170929718
817	0.05156820297
818	0.0514920311
819	0.05137659454
820	0.05120201874
821	0.05103601837
822	0.05085875702
823	0.05074320984
824	0.05058924484
825	0.0504341011
826	0.05031170654
827	0.05017010498
828	0.05009594727
829	0.04996112061
830	0.04982912445
831	0.04971440887
832	0.04953366852
833	0.04940050507
834	0.04931719589
835	0.04920373154
836	0.04913064575
837	0.04902607346
838	0.04890005493
839	0.0487983551
840	0.04871366501
841	0.04862736511
842	0.0485341568
843	0.04843358231
844	0.0483462677
845	0.04828323364
846	0.04812976837
847	0.04804198456
848	0.0479276123
849	0.04786177444
850	0.0477154541
851	0.0476168251
852	0.04745733643
853	0.04727445984
854	0.04716378784
855	0.04706630325
856	0.04696750259
857	0.0468651619
858	0.04666700745
859	0.0465594101
860	0.04643793869
861	0.04632030106
862	0.04619132996
863	0.04609539032
864	0.04600649643
865	0.04594605637
866	0.04582960892
867	0.04572534561
868	0.04559957123
869	0.04552184677
870	0.04545968628
871	0.04536877823
872	0.04529212189
873	0.04521712112
874	0.04514865112
875	0.04506700897
876	0.04493930054
877	0.04483570862
878	0.04473366547
879	0.04465869904
880	0.04447593689
881	0.04434547424
882	0.04420351028
883	0.04412595367
884	0.04397293091
885	0.04388362503
886	0.04374964142
887	0.04363520813
888	0.04350262833
889	0.0433923111
890	0.04323131561
891	0.04316165161
892	0.04306782913
893	0.04300167465
894	0.04290811157
895	0.04279818726
896	0.04268271637
897	0.04260131836
898	0.04247621155
899	0.04240246201
900	0.04227019882
901	0.04218471527
902	0.04204486465
903	0.04196602631
904	0.0418891716
905	0.04182831192
906	0.04171994019
907	0.04161468506
908	0.0415327301
909	0.04143985748
910	0.04130706787
911	0.0411542244
912	0.04106895065
913	0.04100138474
914	0.04093276596
915	0.04084741211
916	0.04079232025
917	0.04070982742
918	0.04062607574
919	0.04052803802
920	0.04041448975
921	0.040353508
922	0.04027116013
923	0.0402187767
924	0.04006163406
925	0.0399296875
926	0.03983785248
927	0.03965768051
928	0.03956989288
929	0.03947135162
930	0.03939520264
931	0.03934619904
932	0.03921865845
933	0.03915148163
934	0.0390126152
935	0.03893981934
936	0.0388706131
937	0.03871820831
938	0.03864073181
939	0.03857733917
940	0.03854692078
941	0.03846085358
942	0.03836476135
943	0.0382988205
944	0.03820956039
945	0.03813849258
946	0.03805077362
947	0.03799884796
948	0.03791500854
949	0.03782505035
950	0.03773753357
951	0.03767730331
952	0.03759654236
953	0.03754050064
954	0.03740193176
955	0.03733163834
956	0.03726203918
957	0.03720236969
958	0.03709487152
959	0.037015625
960	0.03691659927
961	0.03683089828
962	0.03679034424
963	0.03668769455
964	0.0366013298
965	0.036460495
966	0.03637131119
967	0.03629743958
968	0.03619760132
969	0.03615086365
970	0.03607217789
971	0.03601796341
972	0.03594245911
973	0.03584436798
974	0.03576163483
975	0.03570078278
976	0.03561029434
977	0.03555403137
978	0.03547230911
979	0.03541420364
980	0.03532705688
981	0.03522947693
982	0.03515072632
983	0.03509689331
984	0.03500749588
985	0.03494963837
986	0.03481147385
987	0.03475259399
988	0.03462445068
989	0.03454450989
990	0.03446689606
991	0.03441736603
992	0.03433723831
993	0.03429288101
994	0.03423205566
995	0.03416520691
996	0.03411367798
997	0.03404392624
998	0.03398389053
999	0.03393061829
